"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score MS Amanda 2.0: MS Amanda 2.0"	"Score Sequest HT: Sequest HT"	"# Peptides (by Search Engine): MS Amanda 2.0"	"# Peptides (by Search Engine): Sequest HT"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Gene ID"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Adj. P-Value: (Aortic_Aneurism) / (Healthy)"	"Abundance Ratio Variability [%]: (Aortic_Aneurism) / (Healthy)"	"Abundances (Grouped): Aortic_Aneurism"	"Abundances (Grouped): Healthy"	"Abundances (Grouped) CV [%]: Aortic_Aneurism"	"Abundances (Grouped) CV [%]: Healthy"	"Found in Sample: [S1] F1: Sample, 10364, Aortic_Aneurism, 1"	"Found in Sample: [S2] F2: Sample, 10364, Aortic_Aneurism, 2"	"Found in Sample: [S3] F3: Sample, 10367, Aortic_Aneurism, 1"	"Found in Sample: [S4] F4: Sample, 10367, Aortic_Aneurism, 2"	"Found in Sample: [S5] F5: Sample, VD2100020, Aortic_Aneurism, 1"	"Found in Sample: [S6] F6: Sample, VD2100020, Aortic_Aneurism, 2"	"Found in Sample: [S7] F7: Sample, VD2100023, Aortic_Aneurism, 1"	"Found in Sample: [S8] F8: Sample, VD2100023, Aortic_Aneurism, 2"	"Found in Sample: [S9] F9: Sample, VD2100042, Aortic_Aneurism, 1"	"Found in Sample: [S10] F10: Sample, VD2100042, Aortic_Aneurism, 2"	"Found in Sample: [S11] F11: Sample, VD2100089, Aortic_Aneurism, 1"	"Found in Sample: [S12] F12: Sample, VD2100089, Aortic_Aneurism, 2"	"Found in Sample: [S13] F13: Sample, VD2100127, Aortic_Aneurism, 1"	"Found in Sample: [S14] F14: Sample, VD2100127, Aortic_Aneurism, 2"	"Found in Sample: [S15] F15: Sample, VD2100143, Aortic_Aneurism, 1"	"Found in Sample: [S16] F16: Sample, VD2100143, Aortic_Aneurism, 2"	"Found in Sample: [S17] F17: Sample, VD2200046, Aortic_Aneurism, 1"	"Found in Sample: [S18] F18: Sample, VD2200046, Aortic_Aneurism, 2"	"Found in Sample: [S21] F21: Sample, VD2300002, Aortic_Aneurism, 1"	"Found in Sample: [S22] F22: Sample, VD2300002, Aortic_Aneurism, 2"	"Found in Sample: [S23] F23: Sample, VD2300004, Aortic_Aneurism, 1"	"Found in Sample: [S24] F24: Sample, VD2300004, Aortic_Aneurism, 2"	"Found in Sample: [S25] F25: Sample, VD2300023, Aortic_Aneurism, 1"	"Found in Sample: [S26] F26: Sample, VD2300023, Aortic_Aneurism, 2"	"Found in Sample: [S27] F27: Sample, VD2300050, Aortic_Aneurism, 1"	"Found in Sample: [S28] F28: Sample, VD2300050, Aortic_Aneurism, 2"	"Found in Sample: [S29] F29: Sample, VD2300066, Aortic_Aneurism, 1"	"Found in Sample: [S30] F30: Sample, VD2300066, Aortic_Aneurism, 2"	"Found in Sample: [S31] F31: Sample, VD2300083, Aortic_Aneurism, 1"	"Found in Sample: [S32] F32: Sample, VD2300083, Aortic_Aneurism, 2"	"Found in Sample: [S33] F33: Sample, VD2300087, Aortic_Aneurism, 1"	"Found in Sample: [S34] F34: Sample, VD2300087, Aortic_Aneurism, 2"	"Found in Sample: [S35] F35: Sample, VD2300117, Aortic_Aneurism, 1"	"Found in Sample: [S36] F36: Sample, VD2300117, Aortic_Aneurism, 2"	"Found in Sample: [S37] F37: Sample, VD2400050, Aortic_Aneurism, 1"	"Found in Sample: [S38] F38: Sample, VD2400050, Aortic_Aneurism, 2"	"Found in Sample: [S39] F39: Sample, VD2400066, Aortic_Aneurism, 1"	"Found in Sample: [S40] F40: Sample, VD2400066, Aortic_Aneurism, 2"	"Found in Sample: [S41] F41: Sample, FA1, Aortic_Aneurism, 1"	"Found in Sample: [S42] F42: Sample, FA1, Aortic_Aneurism, 2"	"Found in Sample: [S43] F43: Sample, FA3, Aortic_Aneurism, 1"	"Found in Sample: [S44] F44: Sample, FA3, Aortic_Aneurism, 2"	"Found in Sample: [S45] F45: Sample, FA5, Aortic_Aneurism, 1"	"Found in Sample: [S46] F46: Sample, FA5, Aortic_Aneurism, 2"	"Found in Sample: [S48] F48: Sample, FA6, Aortic_Aneurism, 2"	"Found in Sample: [S49] F49: Sample, FA7, Aortic_Aneurism, 1"	"Found in Sample: [S50] F50: Sample, FA7, Aortic_Aneurism, 2"	"Found in Sample: [S65] F65: Sample, FA6, Aortic_Aneurism, 1"	"Found in Sample: [S51] F51: Sample, SCALA50-----, Healthy, 1"	"Found in Sample: [S52] F52: Sample, SCALA50-----, Healthy, 2"	"Found in Sample: [S53] F53: Sample, 245AIT, Healthy, 1"	"Found in Sample: [S54] F54: Sample, 245AIT, Healthy, 2"	"Found in Sample: [S55] F55: Sample, 284AIT, Healthy, 1"	"Found in Sample: [S56] F56: Sample, 284AIT, Healthy, 2"	"Found in Sample: [S57] F57: Sample, 230AIT, Healthy, 1"	"Found in Sample: [S58] F58: Sample, 230AIT, Healthy, 2"	"Found in Sample: [S59] F59: Sample, 161FCP/FA, Healthy, 1"	"Found in Sample: [S60] F60: Sample, 161FCP/FA, Healthy, 2"	"Found in Sample: [S61] F61: Sample, 279TCFA/HR, Healthy, 1"	"Found in Sample: [S62] F62: Sample, 279TCFA/HR, Healthy, 2"	"Found in Sample: [S63] F63: Sample, 282HR, Healthy, 1"	"Found in Sample: [S64] F64: Sample, 282HR, Healthy, 2"	"# Protein Groups"	"Modifications"
"-5181742408378363027"	"True"	"High"	"IsMasterProtein"	"P62253"	"Ubiquitin-conjugating enzyme E2 G1"	"0.002"	"6.770"	"7"	"1"	"8"	"1"	"170"	"19.5"	"5.30"	"558.34"	"5.00"	"1"	"1"	"protein metabolism;other metabolic processes"	"cytosol"	"other molecular function"	"Pf00179"	"7326"	"ENSG00000132388"	"UBE2G1"	"B2R7P2; D3DTK0; hsa:7326; P62253; Q99462"	"Parkin-ubiquitin proteasomal system pathway; Parkinson's disease pathway"	"Antigen processing: Ubiquitination & Proteasome degradation; Synthesis of active ubiquitin: roles of E1 and E2 enzymes"	"4"	"0"	"0.010"	"2.17559523809524E-16"	"120.46"	"2.0"	"198.0"	"54.41"	"92.26"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Not Found"	"1"	""
"-2400196169546448966"	"True"	"High"	"IsMasterProtein"	"Q6UX71"	"Plexin domain-containing protein 2"	"0.002"	"6.581"	"2"	"1"	"4"	"1"	"529"	"59.5"	"6.46"	"418.19"	"6.05"	"1"	"1"	""	"other membranes"	""	"Pf01437"	"84898"	"ENSG00000120594"	"PLXDC2"	"hsa:84898; Q6UX71; Q96E59; Q96PD9; Q96SU9"	""	""	"0"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"58.16"	""	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-2106063936005840235"	"True"	"High"	"IsMasterProtein"	"P42830"	"C-X-C motif chemokine 5"	"0.002"	"6.564"	"7"	"1"	"20"	"1"	"114"	"12.0"	"8.88"	"2035.21"	"21.60"	"1"	"1"	"cell-cell signaling;stress response;signal transduction;other biological processes"	"non-structural extracellular"	"signal transduction activity or receptor binding;other molecular function"	"Pf00048"	"6374"	"ENSG00000163735"	"CXCL5"	"hsa:6374; P42830; Q96QE1"	"Chemokine signaling; SARS-CoV-2 innate immunity evasion and cell-specific immune response; Pleural mesothelioma; Overview of proinflammatory and profibrotic mediators; Immune infiltration in pancreatic cancer; Macrophage-stimulating protein (MSP) signaling; Cytokine-cytokine receptor interaction"	"G alpha (i) signalling events; Chemokine receptors bind chemokines"	"9"	"0"	"10.746"	"0.000415427976399016"	"97.55"	"181.7"	"18.3"	"64.75"	"146.57"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"2389854899245022230"	"True"	"High"	"IsMasterProtein"	"A6NDU8"	"RAB7A-interacting MON1-CCZ1 complex subunit 1"	"0.003"	"6.115"	"5"	"1"	"12"	"1"	"294"	"33.6"	"5.26"	"1627.53"	"15.92"	"1"	"1"	"other metabolic processes"	"cytosol;nucleus"	""	"Pf17716"	"285636"	"ENSG00000205765"	"RIMOC1"	"A2RRM9; A6NDU8; hsa:285636"	""	""	"0"	"0"	"0.010"	"2.17559523809524E-16"	""	""	"200.0"	""	"28.43"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"2662699924812854810"	"True"	"High"	"IsMasterProtein"	"Q9P219"	"Protein Daple"	"0.003"	"6.100"	"0"	"1"	"48"	"1"	"2028"	"228.1"	"6.23"	"3827.66"	"42.87"	"1"	"1"	"cell organization and biogenesis;transport;signal transduction;other biological processes"	"non-structural extracellular;cytoskeleton;other cell component"	"signal transduction activity or receptor binding;enzyme regulator activity;cytoskeletal activity;other molecular function"	"Pf19047"	"440193"	"ENSG00000015133"	"CCDC88C"	"hsa:440193; Q69YK1; Q7L1M2; Q86SX7; Q8IYG8; Q9P219"	"Ectoderm differentiation; Ectoderm differentiation"	"Negative regulation of TCF-dependent signaling by DVL-interacting proteins"	"3"	"0"	"5.910"	"0.0209079673025868"	"103.69"	"171.1"	"28.9"	"107.31"	"3.35"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"6088825967158896660"	"True"	"High"	"IsMasterProtein"	"O43290"	"U4/U6.U5 tri-snRNP-associated protein 1"	"0.003"	"6.100"	"1"	"1"	"2"	"1"	"800"	"90.2"	"6.13"	"203.88"	"2.19"	"1"	"1"	"cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;other biological processes"	"cytosol;ER/Golgi;nucleus;other cell component"	""	"Pf03343, Pf19252"	"9092"	"ENSG00000175467"	"SART1"	"A6NDN1; hsa:9092; O43290; Q53GB5"	""	"mRNA Splicing - Major Pathway"	"1"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"38.06"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-4103202497133482217"	"True"	"High"	"IsMasterProtein"	"Q86U17"	"Serpin A11"	"0.004"	"5.912"	"3"	"1"	"2"	"1"	"422"	"47.0"	"7.68"	"241.16"	"2.43"	"1"	"1"	""	"non-structural extracellular"	"enzyme regulator activity"	"Pf00079"	"256394"	"ENSG00000186910"	"SERPINA11"	"B2RV07; hsa:256394; Q86U17"	""	""	"0"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"47.78"	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-6731887969459748777"	"True"	"High"	"IsMasterProtein"	"P36268"	"Inactive glutathione hydrolase 2"	"0.004"	"5.835"	"2"	"1"	"2"	"1"	"569"	"61.7"	"7.58"	"236.12"	"3.07"	"1"	"1"	"other metabolic processes;other biological processes"	"plasma membrane;other membranes;ER/Golgi;other cell component"	""	"Pf01019"	""	""	"GGT2P"	"P36268"	""	""	"0"	"0"	"0.010"	"2.17559523809524E-16"	""	""	"200.0"	""	""	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-4008112231803160327"	"True"	"High"	"IsMasterProtein"	"Q6T4R5"	"Actin remodeling regulator NHS"	"0.004"	"5.826"	"1"	"1"	"2"	"1"	"1651"	"179.0"	"6.86"	"210.08"	"3.31"	"1"	"1"	"developmental processes;other biological processes"	"plasma membrane;other membranes;ER/Golgi;nucleus;other cell component"	""	"Pf15273"	"4810"	"ENSG00000188158"	"NHS"	"B7ZVX8; E2DH69; hsa:4810; Q5J7Q0; Q5J7Q1; Q68DR5; Q6T4R5"	""	"RAC1 GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle"	"3"	"0"	"0.010"	"2.17559523809524E-16"	""	""	"200.0"	""	"35.73"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-1467078136555344062"	"True"	"High"	"IsMasterProtein"	"Q8NHZ8"	"Anaphase-promoting complex subunit CDC26"	"0.004"	"5.628"	"14"	"1"	"6"	"1"	"85"	"9.8"	"6.81"	"520.56"	"8.91"	"1"	"1"	"protein metabolism;other metabolic processes;other biological processes"	"cytosol;nucleus"	""	"Pf10471"	"246184"	"ENSG00000176386"	"CDC26"	"hsa:246184; Q8NHZ8"	""	"Senescence-Associated Secretory Phenotype (SASP); Separation of Sister Chromatids; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; Inactivation of APC/C via direct inhibition of the APC/C complex; APC/C:Cdc20 mediated degradation of Cyclin B; Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase; Regulation of APC/C activators between G1/S and early anaphase; Phosphorylation of the APC/C; APC-Cdc20 mediated degradation of Nek2A; Transcriptional Regulation by VENTX; Aberrant regulation of mitotic exit in cancer due to RB1 defects"	"18"	"0"	"5.603"	"0.0281488036040518"	"122.51"	"170.9"	"29.1"	"96.33"	"40.63"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"1"	""
"8315542899134672596"	"True"	"High"	"IsMasterProtein"	"O94804"	"Serine/threonine-protein kinase 10"	"0.004"	"5.529"	"2"	"2"	"10"	"2"	"968"	"112.1"	"6.95"	"757.92"	"1.80"	"2"	"2"	"cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes"	"plasma membrane;other membranes;cytosol;other cell component"	"kinase activity;other molecular function"	"Pf00069, Pf12474"	"6793"	"ENSG00000072786"	"STK10"	"A6ND35; B2R8F5; B3KMY1; hsa:6793; O94804; Q6NSK0; Q9UIW4"	""	"RHOC GTPase cycle; RHOA GTPase cycle; RHOB GTPase cycle; Neutrophil degranulation"	"4"	"0"	"4.800"	"0.0375290992895743"	"97.34"	"182.0"	"18.0"	"177.54"	"83.88"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"1"	""
"5089087001200962096"	"True"	"High"	"IsMasterProtein"	"Q12802"	"A-kinase anchor protein 13"	"0.004"	"5.520"	"0"	"1"	"2"	"1"	"2813"	"307.4"	"5.24"	"216.35"	"2.34"	"1"	"1"	"developmental processes;signal transduction;other biological processes"	"cytosol;nucleus;other cell component"	"enzyme regulator activity;other molecular function"	"Pf00169, Pf00621, Pf10522"	"11214"	"ENSG00000170776"	"AKAP13"	"hsa:11214; Q12802; Q14572; Q59FP6; Q86W90; Q8WXQ6; Q96JP6; Q96P79; Q9Y5T0; Q9Y5T6"	"Glucocorticoid receptor pathway; Nuclear receptors meta-pathway; G protein signaling"	"G alpha (12/13) signalling events; RHOC GTPase cycle; RHOA GTPase cycle; NRAGE signals death through JNK; RHOB GTPase cycle"	"8"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"45.01"	""	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-7397667510889778360"	"True"	"High"	"IsMasterProtein"	"Q9H4X1"	"Regulator of cell cycle RGCC"	"0.004"	"5.435"	"7"	"1"	"2"	"1"	"137"	"14.6"	"4.75"	"168.97"	"0.00"	"1"	"1"	"stress response;other biological processes"	"cytosol;cytoskeleton;nucleus;other cell component"	"enzyme regulator activity;other molecular function"	"Pf15151"	"28984"	"ENSG00000102760"	"RGCC"	"hsa:28984; Q6NZ48; Q9H4X1; Q9UL69"	""	"TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain"	"1"	"0"	"100.000"	"2.17559523809524E-16"	""	"200.0"	""	"82.03"	""	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
